control_number_001,080_udc_number,udc_label_en
NBA01-004058369,792,Theatre. Stagecraft. Performing arts
NBA01-004058512,78,Music
NBA01-004058535,502/504,
NBA01-004058661,78,Music
NBA01-004058662,02,
NBA01-004058669,78,Music
NBA01-004058728,78,Music
NBA01-004058750,78,Music
NBA01-004058771,792,Theatre. Stagecraft. Performing arts
NBA01-004058849,792,Theatre. Stagecraft. Performing arts
NBA01-004058866,792,Theatre. Stagecraft. Performing arts
NBA01-004058873,792,Theatre. Stagecraft. Performing arts
NBA01-004058953,78,Music
NBA01-004058977,78,Music
NBA01-004059005,792,Theatre. Stagecraft. Performing arts
NBA01-004059076,78,Music
NBA01-004059131,793.3,Indoor games and sport
NBA01-004059147,792,Theatre. Stagecraft. Performing arts
NBA01-004059187,792,Theatre. Stagecraft. Performing arts
NBA01-004059228,374,
NBA01-004059283,792,Theatre. Stagecraft. Performing arts
NBA01-004059359,78,Music
NBA01-004059372,78,Music
NBA01-004059378,78,Music
NBA01-004059398,792,Theatre. Stagecraft. Performing arts
NBA01-004059526,78,Music
NBA01-004059654,792,Theatre. Stagecraft. Performing arts
NBA01-004059662,78,Music
NBA01-004059663,78,Music
NBA01-004059753,78,Music
NBA01-004059872,792,Theatre. Stagecraft. Performing arts
NBA01-004059921,374,
NBA01-004060074,06,
NBA01-004060139,78,Music
NBA01-004060140,78,Music
NBA01-004060209,78,Music
NBA01-004060220,78,Music
NBA01-004060339,792,Theatre. Stagecraft. Performing arts
NBA01-004060350,792,Theatre. Stagecraft. Performing arts
NBA01-004060399,78,Music
NBA01-004060400,78,Music
NBA01-004060409,792,Theatre. Stagecraft. Performing arts
NBA01-004060411,377,
NBA01-004060419,78,Music
NBA01-004060427,377,
NBA01-004060572,792,Theatre. Stagecraft. Performing arts
NBA01-004060584,792,Theatre. Stagecraft. Performing arts
NBA01-004060590,792,Theatre. Stagecraft. Performing arts
NBA01-004060593,792,Theatre. Stagecraft. Performing arts
NBA01-004060596,792,Theatre. Stagecraft. Performing arts
NBA01-004060610,821.174.09,Latvian literature: history and criticism
NBA01-004060614,792,Theatre. Stagecraft. Performing arts
NBA01-004060621,328,
NBA01-004060634,792,Theatre. Stagecraft. Performing arts
NBA01-004060639,792,Theatre. Stagecraft. Performing arts
NBA01-004060644,792,Theatre. Stagecraft. Performing arts
NBA01-004060647,78,Music
NBA01-004060657,792,Theatre. Stagecraft. Performing arts
NBA01-004060669,792,Theatre. Stagecraft. Performing arts
NBA01-004060673,373,
NBA01-004060687,792,Theatre. Stagecraft. Performing arts
NBA01-004060699,792,Theatre. Stagecraft. Performing arts
NBA01-004060718,792,Theatre. Stagecraft. Performing arts
NBA01-004060744,78,Music
NBA01-004060936,792,Theatre. Stagecraft. Performing arts
NBA01-004060980,792,Theatre. Stagecraft. Performing arts
NBA01-004061016,792,Theatre. Stagecraft. Performing arts
NBA01-004061032,792,Theatre. Stagecraft. Performing arts
NBA01-004061055,792,Theatre. Stagecraft. Performing arts
NBA01-004061069,792,Theatre. Stagecraft. Performing arts
NBA01-004061120,654,
NBA01-004061272,793.3,Indoor games and sport
NBA01-004061345,78,Music
NBA01-004061371,78,Music
NBA01-004061447,78,Music
NBA01-004061495,792,Theatre. Stagecraft. Performing arts
NBA01-004061537,78,Music
NBA01-004061561,792,Theatre. Stagecraft. Performing arts
NBA01-004061591,78,Music
NBA01-004061679,78,Music
NBA01-004061789,78,Music
NBA01-004061835,78,Music
NBA01-004061856,792,Theatre. Stagecraft. Performing arts
NBA01-004061895,374,
NBA01-004062051,78,Music
NBA01-004062542,78,Music
NBA01-004062816,78,Music
NBA01-004062951,792,Theatre. Stagecraft. Performing arts
NBA01-004062969,398,
NBA01-004063006,792,Theatre. Stagecraft. Performing arts
NBA01-004063018,792,Theatre. Stagecraft. Performing arts
NBA01-004063023,78,Music
NBA01-004063036,792,Theatre. Stagecraft. Performing arts
NBA01-004063108,78,Music
NBA01-004063112,36,
NBA01-004063142,792,Theatre. Stagecraft. Performing arts
NBA01-004063262,78,Music
NBA01-004063273,792,Theatre. Stagecraft. Performing arts
NBA01-004063378,792,Theatre. Stagecraft. Performing arts
NBA01-004063409,792,Theatre. Stagecraft. Performing arts
NBA01-004063433,792,Theatre. Stagecraft. Performing arts
NBA01-004063438,792,Theatre. Stagecraft. Performing arts
NBA01-004063468,792,Theatre. Stagecraft. Performing arts
NBA01-004063507,792,Theatre. Stagecraft. Performing arts
NBA01-004063578,792,Theatre. Stagecraft. Performing arts
NBA01-004063642,792,Theatre. Stagecraft. Performing arts
NBA01-004063655,792,Theatre. Stagecraft. Performing arts
NBA01-004063724,792,Theatre. Stagecraft. Performing arts
NBA01-004063740,792,Theatre. Stagecraft. Performing arts
NBA01-004063757,78,Music
NBA01-004063792,36,
NBA01-004063847,792,Theatre. Stagecraft. Performing arts
NBA01-004063866,78,Music
NBA01-004064064,78,Music
NBA01-004064214,78,Music
NBA01-004064217,78,Music
NBA01-004064314,394,Customs. Etiquette. Ceremonies
NBA01-004064331,78,Music
NBA01-004064417,78,Music
NBA01-004064441,792,Theatre. Stagecraft. Performing arts
NBA01-004064491,78,Music
NBA01-004064498,78,Music
NBA01-004064555,78,Music
NBA01-004064562,792,Theatre. Stagecraft. Performing arts
NBA01-004064563,78,Music
NBA01-004064565,78,Music
NBA01-004064758,374,
NBA01-004064839,792,Theatre. Stagecraft. Performing arts
NBA01-004064848,78,Music
NBA01-004064877,792,Theatre. Stagecraft. Performing arts
NBA01-004064915,792,Theatre. Stagecraft. Performing arts
NBA01-004064922,78,Music
NBA01-004064982,008,General serial publications
NBA01-004064988,78,Music
NBA01-004065040,792,Theatre. Stagecraft. Performing arts
NBA01-004065189,06,
NBA01-004065200,792,Theatre. Stagecraft. Performing arts
NBA01-004065221,792,Theatre. Stagecraft. Performing arts
NBA01-004065300,394,Customs. Etiquette. Ceremonies
NBA01-004065374,792,Theatre. Stagecraft. Performing arts
NBA01-004065489,792,Theatre. Stagecraft. Performing arts
NBA01-004065491,78,Music
NBA01-004065541,792,Theatre. Stagecraft. Performing arts
NBA01-004065569,792,Theatre. Stagecraft. Performing arts
NBA01-004065574,792,Theatre. Stagecraft. Performing arts
NBA01-004065625,792,Theatre. Stagecraft. Performing arts
NBA01-004065644,78,Music
NBA01-004065657,792,Theatre. Stagecraft. Performing arts
NBA01-004065671,78,Music
NBA01-004065726,792,Theatre. Stagecraft. Performing arts
NBA01-004065879,792,Theatre. Stagecraft. Performing arts
NBA01-004065890,78,Music
NBA01-004065941,821.174.09,Latvian literature: history and criticism
NBA01-004066016,792,Theatre. Stagecraft. Performing arts
NBA01-004066030,792,Theatre. Stagecraft. Performing arts
NBA01-004066034,792,Theatre. Stagecraft. Performing arts
NBA01-004066070,792,Theatre. Stagecraft. Performing arts
NBA01-004066137,792,Theatre. Stagecraft. Performing arts
NBA01-004066155,792,Theatre. Stagecraft. Performing arts
NBA01-004066175,792,Theatre. Stagecraft. Performing arts
NBA01-004066183,792,Theatre. Stagecraft. Performing arts
NBA01-004066242,792,Theatre. Stagecraft. Performing arts
NBA01-004066247,792,Theatre. Stagecraft. Performing arts
NBA01-004066349,374,
NBA01-004066507,78,Music
NBA01-004066509,792,Theatre. Stagecraft. Performing arts
NBA01-004066896,78,Music
NBA01-004067170,78,Music
NBA01-004067378,78,Music
NBA01-004067528,78,Music
NBA01-004067624,008,General serial publications
NBA01-004068025,78,Music
NBA01-004068044,792,Theatre. Stagecraft. Performing arts
NBA01-004068165,792,Theatre. Stagecraft. Performing arts
NBA01-004068185,78,Music
NBA01-004068403,792,Theatre. Stagecraft. Performing arts
NBA01-004068441,008,General serial publications
NBA01-004068476,78,Music
NBA01-004068513,792,Theatre. Stagecraft. Performing arts
NBA01-004068526,78,Music
NBA01-004068531,792,Theatre. Stagecraft. Performing arts
NBA01-004069111,792,Theatre. Stagecraft. Performing arts
NBA01-004069130,792,Theatre. Stagecraft. Performing arts
NBA01-004069274,61,
NBA01-004069373,792,Theatre. Stagecraft. Performing arts
NBA01-004069436,78,Music
NBA01-004069558,793.3,Indoor games and sport
NBA01-004069703,78,Music
NBA01-004069720,78,Music
NBA01-004069784,36,
NBA01-004069804,78,Music
NBA01-004069862,374,
NBA01-004069888,78,Music
NBA01-004070094,78,Music
NBA01-004070129,792,Theatre. Stagecraft. Performing arts
NBA01-004070145,792,Theatre. Stagecraft. Performing arts
NBA01-004070256,792,Theatre. Stagecraft. Performing arts
NBA01-004070347,78,Music
NBA01-004070639,78,Music
NBA01-004070661,792,Theatre. Stagecraft. Performing arts
NBA01-004070837,78,Music
NBA01-004071023,792,Theatre. Stagecraft. Performing arts
NBA01-004071201,008,General serial publications
NBA01-004071398,792,Theatre. Stagecraft. Performing arts
NBA01-004071567,792,Theatre. Stagecraft. Performing arts
NBA01-004071971,792,Theatre. Stagecraft. Performing arts
NBA01-004072103,78,Music
NBA01-004072119,78,Music
NBA01-004072289,008,General serial publications
NBA01-004072317,792,Theatre. Stagecraft. Performing arts
NBA01-004072410,792,Theatre. Stagecraft. Performing arts
NBA01-004072595,373,
NBA01-004072772,908,
NBA01-004073125,78,Music
NBA01-004073200,78,Music
NBA01-004073690,36,
NBA01-004073890,78,Music
NBA01-004073945,78,Music
NBA01-004073966,78,Music
NBA01-004074407,78,Music
NBA01-004074491,792,Theatre. Stagecraft. Performing arts
NBA01-004074636,78,Music
NBA01-004074640,792,Theatre. Stagecraft. Performing arts
NBA01-004074649,78,Music
NBA01-004075016,78,Music
NBA01-004075031,78,Music
NBA01-004075044,78,Music
NBA01-004075254,792,Theatre. Stagecraft. Performing arts
NBA01-004075392,008,General serial publications
NBA01-004075473,792,Theatre. Stagecraft. Performing arts
NBA01-004075484,78,Music
NBA01-004075498,792,Theatre. Stagecraft. Performing arts
NBA01-004075602,69,
NBA01-004075662,792,Theatre. Stagecraft. Performing arts
NBA01-004075679,78,Music
NBA01-004075784,78,Music
NBA01-004075807,792,Theatre. Stagecraft. Performing arts
NBA01-004076060,78,Music
NBA01-004076068,78,Music
NBA01-004076074,78,Music
NBA01-004076081,78,Music
NBA01-004076200,78,Music
NBA01-004076207,792,Theatre. Stagecraft. Performing arts
NBA01-004076232,008,General serial publications
NBA01-004076285,78,Music
NBA01-004076344,792,Theatre. Stagecraft. Performing arts
NBA01-004076430,7,Applied sciences
NBA01-004076477,78,Music
NBA01-004076758,792,Theatre. Stagecraft. Performing arts
NBA01-004076828,78,Music
NBA01-004076947,78,Music
NBA01-004076957,78,Music
NBA01-004076989,78,Music
NBA01-004077026,78,Music
NBA01-004077227,793.3,Indoor games and sport
NBA01-004077451,78,Music
NBA01-004077464,78,Music
NBA01-004077516,78,Music
NBA01-004077525,792,Theatre. Stagecraft. Performing arts
NBA01-004077535,78,Music
NBA01-004077571,78,Music
NBA01-004077636,78,Music
NBA01-004077713,792,Theatre. Stagecraft. Performing arts
NBA01-004077855,78,Music
NBA01-004078000,78,Music
NBA01-004078164,792,Theatre. Stagecraft. Performing arts
NBA01-004078199,78,Music
NBA01-004078319,792,Theatre. Stagecraft. Performing arts
NBA01-004078376,78,Music
NBA01-004078599,78,Music
NBA01-004078651,78,Music
NBA01-004078696,792,Theatre. Stagecraft. Performing arts
NBA01-004078749,78,Music
NBA01-004078847,78,Music
NBA01-004078903,78,Music
NBA01-004078933,008,General serial publications
NBA01-004079111,78,Music
NBA01-004079363,78,Music
NBA01-004079380,792,Theatre. Stagecraft. Performing arts
NBA01-004079554,78,Music
NBA01-004079556,792,Theatre. Stagecraft. Performing arts
NBA01-004079557,792,Theatre. Stagecraft. Performing arts
NBA01-004079558,792,Theatre. Stagecraft. Performing arts
NBA01-004079559,792,Theatre. Stagecraft. Performing arts
NBA01-004079562,78,Music
NBA01-004079563,792,Theatre. Stagecraft. Performing arts
NBA01-004079567,792,Theatre. Stagecraft. Performing arts
NBA01-004079568,36,
NBA01-004079571,792,Theatre. Stagecraft. Performing arts
NBA01-004079575,792,Theatre. Stagecraft. Performing arts
NBA01-004079578,792,Theatre. Stagecraft. Performing arts
NBA01-004079585,14,
NBA01-004079591,792,Theatre. Stagecraft. Performing arts
NBA01-004079599,792,Theatre. Stagecraft. Performing arts
NBA01-004079605,792,Theatre. Stagecraft. Performing arts
NBA01-004079609,792,Theatre. Stagecraft. Performing arts
NBA01-004079619,78,Music
NBA01-004079867,792,Theatre. Stagecraft. Performing arts
NBA01-004079868,792,Theatre. Stagecraft. Performing arts
NBA01-004079872,792,Theatre. Stagecraft. Performing arts
NBA01-004079874,792,Theatre. Stagecraft. Performing arts
NBA01-004079875,792,Theatre. Stagecraft. Performing arts
NBA01-004079946,792,Theatre. Stagecraft. Performing arts
NBA01-004080022,78,Music
NBA01-004080067,78,Music
NBA01-004080076,78,Music
NBA01-004080230,78,Music
NBA01-004080236,78,Music
NBA01-004080369,792,Theatre. Stagecraft. Performing arts
NBA01-004080414,78,Music
NBA01-004080462,792,Theatre. Stagecraft. Performing arts
NBA01-004080543,78,Music
NBA01-004080638,78,Music
NBA01-004080697,78,Music
NBA01-004080858,792,Theatre. Stagecraft. Performing arts
NBA01-004080933,78,Music
NBA01-004081408,78,Music
NBA01-004081419,78,Music
NBA01-004081447,792,Theatre. Stagecraft. Performing arts
NBA01-004081652,78,Music
NBA01-004081950,658,
NBA01-004082102,792,Theatre. Stagecraft. Performing arts
NBA01-004082103,7,Applied sciences
NBA01-004082146,78,Music
NBA01-004082173,78,Music
NBA01-004082223,78,Music
NBA01-004082233,78,Music
NBA01-004082298,78,Music
NBA01-004082310,78,Music
NBA01-004082583,78,Music
NBA01-004082606,792,Theatre. Stagecraft. Performing arts
NBA01-004082652,78,Music
NBA01-004082926,78,Music
NBA01-004082971,31,
NBA01-004083007,78,Music
NBA01-004083091,78,Music
NBA01-004083106,792,Theatre. Stagecraft. Performing arts
NBA01-004083116,792,Theatre. Stagecraft. Performing arts
NBA01-004083237,78,Music
NBA01-004083290,792,Theatre. Stagecraft. Performing arts
NBA01-004083330,792,Theatre. Stagecraft. Performing arts
NBA01-004083458,78,Music
NBA01-004083480,78,Music
NBA01-004083510,793.3,Indoor games and sport
NBA01-004083618,78,Music
NBA01-004084093,792,Theatre. Stagecraft. Performing arts
NBA01-004084136,792,Theatre. Stagecraft. Performing arts
NBA01-004084181,78,Music
NBA01-004084188,2,Religion. Theology
NBA01-004084192,792,Theatre. Stagecraft. Performing arts
NBA01-004084247,821.174-4,
NBA01-004084276,792,Theatre. Stagecraft. Performing arts
NBA01-004084304,78,Music
NBA01-004084474,792,Theatre. Stagecraft. Performing arts
NBA01-004084811,792,Theatre. Stagecraft. Performing arts
NBA01-004084822,78,Music
NBA01-004084942,792,Theatre. Stagecraft. Performing arts
NBA01-004084994,394,Customs. Etiquette. Ceremonies
NBA01-004085011,78,Music
NBA01-004085025,78,Music
NBA01-004085048,78,Music
NBA01-004085071,78,Music
NBA01-004085091,78,Music
NBA01-004085291,793,
NBA01-004085442,78,Music
NBA01-004085444,78,Music
NBA01-004085449,78,Music
NBA01-004085456,78,Music
NBA01-004085481,793.3,Indoor games and sport
NBA01-004085587,78,Music
NBA01-004085618,78,Music
NBA01-004085643,78,Music
NBA01-004085650,78,Music
NBA01-004085664,792,Theatre. Stagecraft. Performing arts
NBA01-004086044,792,Theatre. Stagecraft. Performing arts
NBA01-004086120,792,Theatre. Stagecraft. Performing arts
NBA01-004086127,792,Theatre. Stagecraft. Performing arts
NBA01-004086138,94(474.3),Latvia (geographic area)
NBA01-004086210,78,Music
NBA01-004086244,78,Music
NBA01-004086278,394,Customs. Etiquette. Ceremonies
NBA01-004086285,78,Music
NBA01-004086386,792,Theatre. Stagecraft. Performing arts
NBA01-004086390,792,Theatre. Stagecraft. Performing arts
NBA01-004086393,792,Theatre. Stagecraft. Performing arts
NBA01-004086399,78,Music
NBA01-004086418,78,Music
NBA01-004086421,78,Music
NBA01-004086521,78,Music
NBA01-004086532,78,Music
NBA01-004086581,792,Theatre. Stagecraft. Performing arts
NBA01-004086603,792,Theatre. Stagecraft. Performing arts
NBA01-004086883,78,Music
NBA01-004086999,792,Theatre. Stagecraft. Performing arts
NBA01-004087062,78,Music
NBA01-004087079,792,Theatre. Stagecraft. Performing arts
NBA01-004087125,78,Music
NBA01-004087138,78,Music
NBA01-004087154,2,Religion. Theology
NBA01-004087168,78,Music
NBA01-004087326,821.174.09,Latvian literature: history and criticism
NBA01-004087344,78,Music
NBA01-004087345,792,Theatre. Stagecraft. Performing arts
NBA01-004087510,792,Theatre. Stagecraft. Performing arts
NBA01-004087516,78,Music
NBA01-004087529,78,Music
NBA01-004087721,792,Theatre. Stagecraft. Performing arts
NBA01-004087870,792,Theatre. Stagecraft. Performing arts
NBA01-004087919,78,Music
NBA01-004087921,78,Music
NBA01-004087956,78,Music
NBA01-004088118,78,Music
NBA01-004088122,792,Theatre. Stagecraft. Performing arts
NBA01-004088124,78,Music
NBA01-004088179,78,Music
NBA01-004088195,792,Theatre. Stagecraft. Performing arts
NBA01-004088229,78,Music
NBA01-004088230,78,Music
NBA01-004088308,78,Music
NBA01-004088312,792,Theatre. Stagecraft. Performing arts
NBA01-004088320,78,Music
NBA01-004088390,78,Music
NBA01-004088447,78,Music
NBA01-004088459,792,Theatre. Stagecraft. Performing arts
NBA01-004088557,78,Music
NBA01-004088759,78,Music
NBA01-004088762,792,Theatre. Stagecraft. Performing arts
NBA01-004088790,792,Theatre. Stagecraft. Performing arts
NBA01-004088917,7,Applied sciences
NBA01-004089043,78,Music
NBA01-004089161,78,Music
NBA01-004089248,78,Music
NBA01-004089252,78,Music
NBA01-004089265,792,Theatre. Stagecraft. Performing arts
NBA01-004089316,792,Theatre. Stagecraft. Performing arts
NBA01-004089357,008,General serial publications
NBA01-004089385,78,Music
NBA01-004089450,78,Music
NBA01-004089580,792,Theatre. Stagecraft. Performing arts
NBA01-004089666,78,Music
NBA01-004089707,78,Music
NBA01-004089771,78,Music
NBA01-004089782,78,Music
NBA01-004089806,394,Customs. Etiquette. Ceremonies
NBA01-004089834,78,Music
NBA01-004089867,78,Music
NBA01-004089989,78,Music
NBA01-004090029,78,Music
NBA01-004090252,792,Theatre. Stagecraft. Performing arts
NBA01-004090326,78,Music
NBA01-004090413,78,Music
NBA01-004090547,78,Music
NBA01-004090555,78,Music
NBA01-004090635,78,Music
NBA01-004090689,654,
NBA01-004090781,792,Theatre. Stagecraft. Performing arts
NBA01-004090833,78,Music
NBA01-004091032,78,Music
NBA01-004091058,78,Music
NBA01-004091218,78,Music
NBA01-004091537,78,Music
NBA01-004091556,792,Theatre. Stagecraft. Performing arts
NBA01-004091615,78,Music
NBA01-004091619,78,Music
NBA01-004091680,008,General serial publications
NBA01-004091815,792,Theatre. Stagecraft. Performing arts
NBA01-004091852,78,Music
NBA01-004091891,792,Theatre. Stagecraft. Performing arts
NBA01-004092059,78,Music
NBA01-004092109,78,Music
NBA01-004092136,792,Theatre. Stagecraft. Performing arts
NBA01-004092141,78,Music
NBA01-004092188,78,Music
NBA01-004092286,78,Music
NBA01-004092350,792,Theatre. Stagecraft. Performing arts
NBA01-004092352,792,Theatre. Stagecraft. Performing arts
NBA01-004092391,78,Music
NBA01-004092516,792,Theatre. Stagecraft. Performing arts
NBA01-004092598,792,Theatre. Stagecraft. Performing arts
NBA01-004092613,792,Theatre. Stagecraft. Performing arts
NBA01-004092634,78,Music
NBA01-004092652,78,Music
NBA01-004092666,78,Music
NBA01-004092673,324,
NBA01-004092682,7,Applied sciences
NBA01-004092697,792,Theatre. Stagecraft. Performing arts
NBA01-004092775,78,Music
NBA01-004092826,78,Music
NBA01-004092870,78,Music
NBA01-004092884,7,Applied sciences
NBA01-004092886,908,
NBA01-004092998,792,Theatre. Stagecraft. Performing arts
NBA01-004093099,008,General serial publications
NBA01-004093140,2,Religion. Theology
NBA01-004093141,792,Theatre. Stagecraft. Performing arts
NBA01-004093142,654,
NBA01-004093217,792,Theatre. Stagecraft. Performing arts
NBA01-004093227,792,Theatre. Stagecraft. Performing arts
NBA01-004093254,78,Music
NBA01-004093265,78,Music
NBA01-004093348,78,Music
NBA01-004093396,78,Music
NBA01-004093482,78,Music
NBA01-004093532,792,Theatre. Stagecraft. Performing arts
NBA01-004093732,78,Music
NBA01-004093827,78,Music
NBA01-004093849,792,Theatre. Stagecraft. Performing arts
NBA01-004093892,78,Music
NBA01-004093893,821.174.09,Latvian literature: history and criticism
NBA01-004094090,792,Theatre. Stagecraft. Performing arts
NBA01-004094106,792,Theatre. Stagecraft. Performing arts
NBA01-004094174,78,Music
NBA01-004094211,78,Music
NBA01-004094250,78,Music
NBA01-004094255,792,Theatre. Stagecraft. Performing arts
NBA01-004094319,78,Music
NBA01-004094345,792,Theatre. Stagecraft. Performing arts
NBA01-004094397,792,Theatre. Stagecraft. Performing arts
NBA01-004094441,374,
NBA01-004094460,78,Music
NBA01-004094469,373,
NBA01-004094518,78,Music
NBA01-004094519,78,Music
NBA01-004094525,373,
NBA01-004094557,792,Theatre. Stagecraft. Performing arts
NBA01-004094583,792,Theatre. Stagecraft. Performing arts
NBA01-004094660,36,
NBA01-004094705,792,Theatre. Stagecraft. Performing arts
NBA01-004094706,394,Customs. Etiquette. Ceremonies
NBA01-004094793,394,Customs. Etiquette. Ceremonies
NBA01-004094820,792,Theatre. Stagecraft. Performing arts
NBA01-004094828,792,Theatre. Stagecraft. Performing arts
NBA01-004094912,656.8,
NBA01-004095066,792,Theatre. Stagecraft. Performing arts
NBA01-004095091,78,Music
NBA01-004095105,374,
NBA01-004095148,78,Music
NBA01-004095182,78,Music
NBA01-004095268,78,Music
NBA01-004095363,792,Theatre. Stagecraft. Performing arts
NBA01-004095504,78,Music
NBA01-004095512,792,Theatre. Stagecraft. Performing arts
NBA01-004095619,792,Theatre. Stagecraft. Performing arts
NBA01-004095701,792,Theatre. Stagecraft. Performing arts
NBA01-004095702,37.09,
NBA01-004095731,78,Music
NBA01-004095757,654,
NBA01-004095850,792,Theatre. Stagecraft. Performing arts
NBA01-004095878,379.8,
NBA01-004096085,004,
NBA01-004096113,792,Theatre. Stagecraft. Performing arts
NBA01-004096121,792,Theatre. Stagecraft. Performing arts
NBA01-004096187,78,Music
NBA01-004096202,78,Music
NBA01-004096292,373,
NBA01-004096403,78,Music
NBA01-004096454,792,Theatre. Stagecraft. Performing arts
NBA01-004096873,792,Theatre. Stagecraft. Performing arts
NBA01-004096931,792,Theatre. Stagecraft. Performing arts
NBA01-004096981,792,Theatre. Stagecraft. Performing arts
NBA01-004097072,792,Theatre. Stagecraft. Performing arts
NBA01-004097263,78,Music
NBA01-004097266,78,Music
NBA01-004097316,78,Music
NBA01-004097349,792,Theatre. Stagecraft. Performing arts
NBA01-004097422,792,Theatre. Stagecraft. Performing arts
NBA01-004097437,78,Music
NBA01-004097442,78,Music
NBA01-004097452,792,Theatre. Stagecraft. Performing arts
NBA01-004097461,793.3,Indoor games and sport
NBA01-004097535,78,Music
NBA01-004097845,008,General serial publications
NBA01-004097896,78,Music
NBA01-004097908,792,Theatre. Stagecraft. Performing arts
NBA01-004098023,78,Music
NBA01-004098176,792,Theatre. Stagecraft. Performing arts
NBA01-004098210,78,Music
NBA01-004098276,792,Theatre. Stagecraft. Performing arts
NBA01-004098310,792,Theatre. Stagecraft. Performing arts
NBA01-004098317,78,Music
NBA01-004098378,78,Music
NBA01-004098387,78,Music
NBA01-004098503,78,Music
NBA01-004098530,008,General serial publications
NBA01-004098668,792,Theatre. Stagecraft. Performing arts
NBA01-004098709,78,Music
NBA01-004098833,78,Music
NBA01-004098899,792,Theatre. Stagecraft. Performing arts
NBA01-004098918,36,
NBA01-004098945,792,Theatre. Stagecraft. Performing arts
NBA01-004098997,78,Music
NBA01-004099088,792,Theatre. Stagecraft. Performing arts
NBA01-004099104,78,Music
NBA01-004099160,792,Theatre. Stagecraft. Performing arts
NBA01-004099192,2,Religion. Theology
NBA01-004099244,792,Theatre. Stagecraft. Performing arts
NBA01-004099483,008,General serial publications
NBA01-004099576,792,Theatre. Stagecraft. Performing arts
NBA01-004099605,06,
NBA01-004099609,78,Music
NBA01-004099654,78,Music
NBA01-004099675,64,
NBA01-004099810,394,Customs. Etiquette. Ceremonies
NBA01-004099826,792,Theatre. Stagecraft. Performing arts
NBA01-004099840,78,Music
NBA01-004099920,78,Music
NBA01-004099931,78,Music
NBA01-004100027,78,Music
NBA01-004100065,792,Theatre. Stagecraft. Performing arts
NBA01-004100071,792,Theatre. Stagecraft. Performing arts
NBA01-004100106,78,Music
NBA01-004100134,78,Music
NBA01-004100278,78,Music
NBA01-004100280,792,Theatre. Stagecraft. Performing arts
NBA01-004100418,792,Theatre. Stagecraft. Performing arts
NBA01-004100424,78,Music
NBA01-004100426,78,Music
NBA01-004100541,78,Music
NBA01-004100543,78,Music
NBA01-004100639,792,Theatre. Stagecraft. Performing arts
NBA01-004100681,792,Theatre. Stagecraft. Performing arts
NBA01-004100721,792,Theatre. Stagecraft. Performing arts
NBA01-004100835,78,Music
NBA01-004100857,78,Music
NBA01-004100861,78,Music
NBA01-004100898,394,Customs. Etiquette. Ceremonies
NBA01-004100920,792,Theatre. Stagecraft. Performing arts
NBA01-004100936,792,Theatre. Stagecraft. Performing arts
NBA01-004101070,792,Theatre. Stagecraft. Performing arts
NBA01-004101084,654,
NBA01-004101096,78,Music
NBA01-004101140,792,Theatre. Stagecraft. Performing arts
NBA01-004101180,792,Theatre. Stagecraft. Performing arts
NBA01-004101263,78,Music
NBA01-004101375,78,Music
NBA01-004101390,78,Music
NBA01-004101406,78,Music
NBA01-004101421,394,Customs. Etiquette. Ceremonies
NBA01-004101439,792,Theatre. Stagecraft. Performing arts
NBA01-004101469,351,
NBA01-004101534,792,Theatre. Stagecraft. Performing arts
NBA01-004101562,78,Music
NBA01-004101714,78,Music
NBA01-004101814,792,Theatre. Stagecraft. Performing arts
NBA01-004101876,78,Music
NBA01-004101932,792,Theatre. Stagecraft. Performing arts
NBA01-004101982,792,Theatre. Stagecraft. Performing arts
NBA01-004102002,78,Music
NBA01-004102194,78,Music
NBA01-004102201,72,
NBA01-004102227,78,Music
NBA01-004102246,78,Music
NBA01-004102251,78,Music
NBA01-004102266,78,Music
NBA01-004102365,792,Theatre. Stagecraft. Performing arts
NBA01-004102484,78,Music
NBA01-004102495,792,Theatre. Stagecraft. Performing arts
NBA01-004102549,78,Music
NBA01-004102605,792,Theatre. Stagecraft. Performing arts
NBA01-004102615,78,Music
NBA01-004102618,78,Music
NBA01-004102619,78,Music
NBA01-004102685,792,Theatre. Stagecraft. Performing arts
NBA01-004102848,792,Theatre. Stagecraft. Performing arts
NBA01-004102878,792,Theatre. Stagecraft. Performing arts
NBA01-004102948,792,Theatre. Stagecraft. Performing arts
NBA01-004102985,78,Music
NBA01-004103002,792,Theatre. Stagecraft. Performing arts
NBA01-004103098,792,Theatre. Stagecraft. Performing arts
NBA01-004103103,78,Music
NBA01-004103155,78,Music
NBA01-004103309,78,Music
NBA01-004103378,78,Music
NBA01-004103405,78,Music
NBA01-004103478,78,Music
NBA01-004103577,78,Music
NBA01-004103619,78,Music
NBA01-004103649,78,Music
NBA01-004103650,78,Music
NBA01-004103656,792,Theatre. Stagecraft. Performing arts
NBA01-004103662,792,Theatre. Stagecraft. Performing arts
NBA01-004103693,792,Theatre. Stagecraft. Performing arts
NBA01-004103699,792,Theatre. Stagecraft. Performing arts
NBA01-004103841,792,Theatre. Stagecraft. Performing arts
NBA01-004103867,792,Theatre. Stagecraft. Performing arts
NBA01-004103913,78,Music
NBA01-004103991,008,General serial publications
NBA01-004104033,792,Theatre. Stagecraft. Performing arts
NBA01-004104050,2,Religion. Theology
NBA01-004104161,78,Music
NBA01-004104181,78,Music
NBA01-004104208,78,Music
